cashInLimit,totalCashOutTimes,totalCashInTimes,cashOutAmount,cashInAmount,amountRemain,date,time
20000,12,16,12907,16623,23716,2019-01-06,05:05
20000,44,12,45311,14148,-11163,2019-01-06,05:04
20000,31,44,31216,41794,30578,2019-01-06,05:03
20000,7,41,5544,40923,55379,2019-01-06,05:02
20000,7,22,7122,23922,36800,2019-01-06,05:01
20000,18,16,18891,13154,14263,2019-01-06,05:00
20000,5,5,5701,1424,15723,2019-01-06,04:59
20000,47,22,47943,29885,1942,2019-01-06,04:58
20000,41,32,39597,29478,9881,2019-01-06,04:57
20000,19,27,20810,31177,30367,2019-01-06,04:56
20000,0,4,0,4901,24901,2019-01-06,04:55
20000,30,15,35787,13391,-2396,2019-01-06,04:54
20000,32,0,32002,0,-12002,2019-01-06,04:53
20000,13,8,17151,6189,9038,2019-01-06,04:52
20000,41,24,38170,20008,1838,2019-01-06,04:51
20000,0,16,0,15142,35142,2019-01-06,04:50
20000,5,13,4354,12094,27740,2019-01-06,04:49
20000,9,4,8897,3875,14978,2019-01-06,04:48
20000,38,39,36173,40007,23834,2019-01-06,04:47
20000,7,16,8516,16510,27994,2019-01-06,04:46
20000,12,23,13195,22646,29451,2019-01-06,04:45
20000,22,2,24615,957,-3658,2019-01-06,04:44
20000,14,19,17906,16802,18896,2019-01-06,04:43
20000,46,6,44699,7430,-17269,2019-01-06,04:42
20000,45,27,47089,27499,410,2019-01-06,04:41
20000,36,21,46415,27275,860,2019-01-06,04:40
20000,34,5,36225,8151,-8074,2019-01-06,04:39
20000,12,10,12501,11825,19324,2019-01-06,04:38
20000,12,48,13624,50324,56700,2019-01-06,04:37
20000,23,27,21699,31695,29996,2019-01-06,04:36
20000,26,7,30052,7713,-2339,2019-01-06,04:35
20000,0,49,0,55919,75919,2019-01-06,04:34
20000,33,13,37314,15343,-1971,2019-01-06,04:33
20000,11,43,11604,41789,50185,2019-01-06,04:32
20000,26,28,25480,28733,23253,2019-01-06,04:31
20000,15,46,11776,51267,59491,2019-01-06,04:30
20000,49,25,54352,26653,-7699,2019-01-06,04:29
20000,1,13,1907,13219,31312,2019-01-06,04:28
20000,30,43,37213,43200,25987,2019-01-06,04:27
20000,27,16,26209,18290,12081,2019-01-06,04:26
20000,21,7,21623,10414,8791,2019-01-06,04:25
20000,2,21,2627,23346,40719,2019-01-06,04:24
20000,8,13,6956,11902,24946,2019-01-06,04:23
20000,37,35,36718,38818,22100,2019-01-06,04:22
20000,30,30,33018,33421,20403,2019-01-06,04:21
20000,19,15,19277,16629,17352,2019-01-06,04:20
20000,12,20,13119,25091,31972,2019-01-06,04:19
20000,17,14,18992,10125,11133,2019-01-06,04:18
20000,34,16,38023,17298,-725,2019-01-06,04:17
20000,36,23,37803,19211,1408,2019-01-06,04:16
20000,35,28,35443,28502,13059,2019-01-06,04:15
20000,28,3,35741,2080,-13661,2019-01-06,04:14
20000,20,30,22008,33170,31162,2019-01-06,04:13
20000,22,24,19027,28985,29958,2019-01-06,04:12
20000,38,22,39681,23820,4139,2019-01-06,04:11
20000,30,23,22688,28561,25873,2019-01-06,04:10
20000,28,20,28602,20826,12224,2019-01-06,04:09
20000,1,3,1183,5073,23890,2019-01-06,04:08
20000,1,49,1043,54258,73215,2019-01-06,04:07
20000,44,42,41813,48305,26492,2019-01-06,04:06
20000,1,26,1238,29727,48489,2019-01-06,04:05
20000,4,21,4212,21485,37273,2019-01-06,04:04
20000,21,44,21964,45096,43132,2019-01-06,04:03
20000,3,15,3736,17778,34042,2019-01-06,04:02
20000,6,36,6011,36090,50079,2019-01-06,04:01
20000,1,31,1321,35167,53846,2019-01-06,04:00
20000,39,21,43468,21984,-1484,2019-01-06,03:59
20000,25,15,21092,15418,14326,2019-01-06,03:58
20000,24,29,22795,31157,28362,2019-01-06,03:57
20000,4,44,2899,44401,61502,2019-01-06,03:56
20000,26,29,28171,34857,26686,2019-01-06,03:55
20000,45,12,47946,13864,-14082,2019-01-06,03:54
20000,0,47,0,43339,63339,2019-01-06,03:53
20000,41,18,38743,15168,-3575,2019-01-06,03:52
20000,18,21,16438,18549,22111,2019-01-06,03:51
20000,39,48,38768,47243,28475,2019-01-06,03:50
20000,8,22,7795,21131,33336,2019-01-06,03:49
20000,37,22,39606,19339,-267,2019-01-06,03:48
20000,27,11,27674,12981,5307,2019-01-06,03:47
20000,37,8,40648,9288,-11360,2019-01-06,03:46
20000,6,20,7366,21057,33691,2019-01-06,03:45
20000,8,45,9473,41035,51562,2019-01-06,03:44
20000,36,33,36363,31511,15148,2019-01-06,03:43
20000,34,31,31734,36743,25009,2019-01-06,03:42
20000,33,13,31415,14035,2620,2019-01-06,03:41
20000,33,37,32705,44490,31785,2019-01-06,03:40
20000,49,19,50385,20750,-9635,2019-01-06,03:39
20000,18,35,17474,41647,44173,2019-01-06,03:38
20000,40,2,42574,2343,-20231,2019-01-06,03:37
20000,34,48,33084,54823,41739,2019-01-06,03:36
20000,20,2,19453,2858,3405,2019-01-06,03:35
20000,11,20,12495,20998,28503,2019-01-06,03:34
20000,10,17,11488,14922,23434,2019-01-06,03:33
20000,14,38,11464,35830,44366,2019-01-06,03:32
20000,36,37,35399,42808,27409,2019-01-06,03:31
20000,11,40,12620,44171,51551,2019-01-06,03:30
20000,49,1,56960,397,-36563,2019-01-06,03:29
20000,22,34,22643,32655,30012,2019-01-06,03:28
20000,9,4,10805,4538,13733,2019-01-06,03:27
20000,36,22,30105,26689,16584,2019-01-06,03:26
20000,36,11,38656,12384,-6272,2019-01-06,03:25
20000,7,33,7762,31192,43430,2019-01-06,03:24
20000,13,34,9363,34331,44968,2019-01-06,03:23
20000,22,2,21615,2708,1093,2019-01-06,03:22
20000,25,13,23915,11619,7704,2019-01-06,03:21
20000,8,46,9518,43885,54367,2019-01-06,03:20
20000,46,35,54689,41313,6624,2019-01-06,03:19
20000,22,33,25283,30364,25081,2019-01-06,03:18
20000,24,35,23630,40666,37036,2019-01-06,03:17
20000,16,26,15390,24672,29282,2019-01-06,03:16
20000,33,17,30534,19437,8903,2019-01-06,03:15
20000,7,44,5686,46905,61219,2019-01-06,03:14
20000,40,38,41027,40198,19171,2019-01-06,03:13
20000,18,49,20568,52326,51758,2019-01-06,03:12
20000,25,29,26719,28193,21474,2019-01-06,03:11
20000,49,23,47869,23492,-4377,2019-01-06,03:10
20000,18,39,19635,39099,39464,2019-01-06,03:09
20000,15,7,17345,5198,7853,2019-01-06,03:08
20000,32,14,29375,13910,4535,2019-01-06,03:07
20000,24,10,23364,10250,6886,2019-01-06,03:06
20000,45,43,41143,45820,24677,2019-01-06,03:05
20000,41,26,40875,27583,6708,2019-01-06,03:04
20000,2,25,1728,24195,42467,2019-01-06,03:03
20000,25,36,26741,31003,24262,2019-01-06,03:02
20000,46,38,50590,37027,6437,2019-01-06,03:01
20000,16,22,16209,20331,24122,2019-01-06,03:00
20000,11,20,12399,21236,28837,2019-01-06,02:59
20000,20,7,23789,8563,4774,2019-01-06,02:58
20000,4,4,3465,2570,19105,2019-01-06,02:57
20000,32,10,36087,10299,-5788,2019-01-06,02:56
20000,0,41,0,47659,67659,2019-01-06,02:55
20000,4,40,1548,39312,57764,2019-01-06,02:54
20000,45,4,49182,3541,-25641,2019-01-06,02:53
20000,15,3,18099,4151,6052,2019-01-06,02:52
20000,23,12,29006,13640,4634,2019-01-06,02:51
20000,21,42,18654,41003,42349,2019-01-06,02:50
20000,49,5,45455,5631,-19824,2019-01-06,02:49
20000,13,33,18052,36601,38549,2019-01-06,02:48
20000,30,5,30660,4386,-6274,2019-01-06,02:47
20000,11,5,7579,5494,17915,2019-01-06,02:46
20000,47,9,52521,12371,-20150,2019-01-06,02:45
20000,38,47,40223,40946,20723,2019-01-06,02:44
20000,5,16,6142,17743,31601,2019-01-06,02:43
20000,34,43,35781,43953,28172,2019-01-06,02:42
20000,38,25,35775,22872,7097,2019-01-06,02:41
20000,7,11,5431,8363,22932,2019-01-06,02:40
20000,36,33,34730,38659,23929,2019-01-06,02:39
20000,18,1,22084,451,-1633,2019-01-06,02:38
20000,0,48,0,54886,74886,2019-01-06,02:37
20000,2,10,834,9852,29018,2019-01-06,02:36
20000,38,24,34394,23228,8834,2019-01-06,02:35
20000,47,5,44070,5610,-18460,2019-01-06,02:34
20000,22,45,23158,47118,43960,2019-01-06,02:33
20000,7,10,7405,9463,22058,2019-01-06,02:32
20000,25,38,26623,36467,29844,2019-01-06,02:31
20000,0,39,0,37915,57915,2019-01-06,02:30
20000,41,15,45996,16449,-9547,2019-01-06,02:29
20000,21,4,22515,4023,1508,2019-01-06,02:28
20000,18,1,19513,1397,1884,2019-01-06,02:27
20000,3,29,1703,30937,49234,2019-01-06,02:26
20000,23,33,21590,31498,29908,2019-01-06,02:25
20000,37,11,35941,11989,-3952,2019-01-06,02:24
20000,35,17,36509,20049,3540,2019-01-06,02:23
20000,13,18,15695,15299,19604,2019-01-06,02:22
20000,49,32,49328,40555,11227,2019-01-06,02:21
20000,39,49,39216,43726,24510,2019-01-06,02:20
20000,39,16,43046,14316,-8730,2019-01-06,02:19
20000,13,23,13571,21046,27475,2019-01-06,02:18
20000,6,3,6315,4400,18085,2019-01-06,02:17
20000,4,45,3563,50665,67102,2019-01-06,02:16
20000,31,48,27209,43456,36247,2019-01-06,02:15
20000,48,31,46781,35125,8344,2019-01-06,02:14
20000,34,17,37250,18679,1429,2019-01-06,02:13
20000,34,48,32792,56794,44002,2019-01-06,02:12
20000,34,22,35734,25152,9418,2019-01-06,02:11
20000,41,26,43731,24730,999,2019-01-06,02:10
20000,27,43,26310,41551,35241,2019-01-06,02:09
20000,48,1,53839,62,-33777,2019-01-06,02:08
20000,3,44,3468,46143,62675,2019-01-06,02:07
20000,48,16,52964,17027,-15937,2019-01-06,02:06
20000,30,35,31889,34546,22657,2019-01-06,02:05
20000,28,28,22516,29572,27056,2019-01-06,02:04
20000,14,26,16433,23698,27265,2019-01-06,02:03
20000,7,37,5612,40609,54997,2019-01-06,02:02
20000,42,23,43644,25424,1780,2019-01-06,02:01
20000,12,20,16655,20905,24250,2019-01-06,02:00
20000,40,38,44471,38025,13554,2019-01-06,01:59
20000,19,5,21112,5752,4640,2019-01-06,01:58
20000,35,27,32736,25004,12268,2019-01-06,01:57
20000,18,20,16471,21708,25237,2019-01-06,01:56
20000,10,24,10288,29376,39088,2019-01-06,01:55
20000,7,37,8460,37809,49349,2019-01-06,01:54
20000,33,18,33809,17870,4061,2019-01-06,01:53
20000,4,6,4220,5957,21737,2019-01-06,01:52
20000,15,39,17404,38518,41114,2019-01-06,01:51
20000,48,26,46911,26659,-252,2019-01-06,01:50
20000,43,10,42304,8744,-13560,2019-01-06,01:49
20000,13,40,15544,38715,43171,2019-01-06,01:48
20000,13,36,15500,44704,49204,2019-01-06,01:47
20000,49,10,44104,10285,-13819,2019-01-06,01:46
20000,11,6,11443,6586,15143,2019-01-06,01:45
20000,24,7,28894,5998,-2896,2019-01-06,01:44
20000,44,30,41588,30078,8490,2019-01-06,01:43
20000,14,38,16890,44415,47525,2019-01-06,01:42
20000,49,27,52061,27547,-4514,2019-01-06,01:41
20000,17,1,20418,457,39,2019-01-06,01:40
20000,4,26,4280,29765,45485,2019-01-06,01:39
20000,45,30,39352,29836,10484,2019-01-06,01:38
20000,23,13,24571,13874,9303,2019-01-06,01:37
20000,15,40,18324,34812,36488,2019-01-06,01:36
20000,49,36,49575,37480,7905,2019-01-06,01:35
20000,17,43,16416,43440,47024,2019-01-06,01:34
20000,15,34,18699,40739,42040,2019-01-06,01:33
20000,46,42,39967,41518,21551,2019-01-06,01:32
20000,22,23,19733,17301,17568,2019-01-06,01:31
20000,39,12,35892,13573,-2319,2019-01-06,01:30
20000,48,23,58091,22459,-15632,2019-01-06,01:29
20000,23,24,24706,22319,17613,2019-01-06,01:28
20000,6,0,7408,0,12592,2019-01-06,01:27
20000,35,45,36162,52857,36695,2019-01-06,01:26
20000,7,42,6222,44856,58634,2019-01-06,01:25
20000,25,44,28361,48616,40255,2019-01-06,01:24
20000,5,29,4679,28589,43910,2019-01-06,01:23
20000,40,26,42014,30458,8444,2019-01-06,01:22
20000,36,16,34110,15147,1037,2019-01-06,01:21
20000,12,17,11860,14970,23110,2019-01-06,01:20
20000,29,44,28366,36594,28228,2019-01-06,01:19
20000,4,23,5359,22886,37527,2019-01-06,01:18
20000,37,30,35272,34801,19529,2019-01-06,01:17
20000,21,3,26493,4507,-1986,2019-01-06,01:16
20000,27,24,28031,26498,18467,2019-01-06,01:15
20000,44,8,48967,9108,-19859,2019-01-06,01:14
20000,43,30,43414,28343,4929,2019-01-06,01:13
20000,5,1,5867,1476,15609,2019-01-06,01:12
20000,35,13,36861,11011,-5850,2019-01-06,01:11
20000,25,19,19344,18420,19076,2019-01-06,01:10
20000,46,19,55439,17960,-17479,2019-01-06,01:09
20000,40,47,42967,47860,24893,2019-01-06,01:08
20000,4,12,4926,11433,26507,2019-01-06,01:07
20000,12,42,9117,45496,56379,2019-01-06,01:06
20000,34,34,29186,34782,25596,2019-01-06,01:05
20000,34,9,35394,6179,-9215,2019-01-06,01:04
20000,13,3,13066,4824,11758,2019-01-06,01:03
20000,34,36,34376,39880,25504,2019-01-06,01:02
20000,8,39,10472,40602,50130,2019-01-06,01:01
20000,9,11,6099,11048,24949,2019-01-06,01:00
20000,46,38,46572,42382,15810,2019-01-06,00:59
20000,47,32,41812,29015,7203,2019-01-06,00:58
20000,18,9,18279,9586,11307,2019-01-06,00:57
20000,23,12,25013,10507,5494,2019-01-06,00:56
20000,45,7,45862,8822,-17040,2019-01-06,00:55
20000,13,6,12689,6929,14240,2019-01-06,00:54
20000,48,1,55276,993,-34283,2019-01-06,00:53
20000,30,16,31086,18793,7707,2019-01-06,00:52
20000,40,2,42492,2720,-19772,2019-01-06,00:51
20000,40,44,38293,40860,22567,2019-01-06,00:50
20000,38,46,36303,48602,32299,2019-01-06,00:49
20000,14,49,16605,49596,52991,2019-01-06,00:48
20000,0,21,0,20359,40359,2019-01-06,00:47
20000,34,16,30808,17871,7063,2019-01-06,00:46
20000,49,18,52104,20373,-11731,2019-01-06,00:45
20000,44,9,46215,12314,-13901,2019-01-06,00:44
20000,46,20,49420,22501,-6919,2019-01-06,00:43
20000,31,16,29642,14517,4875,2019-01-06,00:42
20000,22,12,22728,12288,9560,2019-01-06,00:41
20000,32,47,39579,52708,33129,2019-01-06,00:40
20000,21,48,22010,50081,48071,2019-01-06,00:39
20000,2,37,2298,37876,55578,2019-01-06,00:38
20000,44,48,43555,46071,22516,2019-01-06,00:37
20000,5,20,4403,19786,35383,2019-01-06,00:36
20000,6,36,3553,34830,51277,2019-01-06,00:35
20000,26,31,28572,34280,25708,2019-01-06,00:34
20000,11,23,11053,27603,36550,2019-01-06,00:33
20000,15,28,18737,31442,32705,2019-01-06,00:32
20000,19,13,19863,14556,14693,2019-01-06,00:31
20000,23,39,24559,45832,41273,2019-01-06,00:30
20000,42,20,45797,16397,-9400,2019-01-06,00:29
20000,24,42,19583,36400,36817,2019-01-06,00:28
20000,32,29,31248,30539,19291,2019-01-06,00:27
20000,25,46,24355,49312,44957,2019-01-06,00:26
20000,29,35,26773,33840,27067,2019-01-06,00:25
20000,40,44,45927,39955,14028,2019-01-06,00:24
20000,41,37,36346,41430,25084,2019-01-06,00:23
20000,47,20,51571,23647,-7924,2019-01-06,00:22
20000,43,0,41026,0,-21026,2019-01-06,00:21
20000,32,35,33149,35318,22169,2019-01-06,00:20
20000,8,21,11550,21413,29863,2019-01-06,00:19
20000,40,39,37274,43443,26169,2019-01-06,00:18
20000,5,49,7656,53242,65586,2019-01-06,00:17
20000,22,6,20961,5584,4623,2019-01-06,00:16
20000,30,46,33666,46299,32633,2019-01-06,00:15
20000,24,8,24740,8691,3951,2019-01-06,00:14
20000,4,24,4226,22902,38676,2019-01-06,00:13
20000,29,47,35152,44954,29802,2019-01-06,00:12
20000,24,37,19606,39182,39576,2019-01-06,00:11
20000,41,45,40259,44534,24275,2019-01-06,00:10
20000,45,10,50898,11632,-19266,2019-01-06,00:09
20000,48,11,53455,12346,-21109,2019-01-06,00:08
20000,8,22,4003,24219,40216,2019-01-06,00:07
20000,5,46,4746,47637,62891,2019-01-06,00:06
20000,14,3,14133,4790,10657,2019-01-06,00:05
20000,33,2,34527,2553,-11974,2019-01-06,00:04
20000,4,6,2382,6212,23830,2019-01-06,00:03
20000,4,34,4712,37141,52429,2019-01-06,00:02
20000,17,37,18562,41459,42897,2019-01-06,00:01
20000,25,49,25428,56328,50900,2019-01-06,00:00
20000,45,21,47065,19063,-8002,2019-01-06,23:59
20000,44,25,44748,26203,1455,2019-01-06,23:58
20000,40,40,37367,44654,27287,2019-01-06,23:57
20000,30,34,29843,40715,30872,2019-01-06,23:56
20000,17,41,18021,41846,43825,2019-01-06,23:55
20000,43,42,51591,45563,13972,2019-01-06,23:54
20000,25,23,25703,25850,20147,2019-01-06,23:53
20000,30,18,34744,23886,9142,2019-01-06,23:52
20000,17,43,14168,50678,56510,2019-01-06,23:51
20000,25,18,24078,23799,19721,2019-01-06,23:50
20000,25,4,19085,2108,3023,2019-01-06,23:49
20000,17,47,15038,48141,53103,2019-01-06,23:48
20000,22,46,21369,49026,47657,2019-01-06,23:47
20000,10,18,8655,20701,32046,2019-01-06,23:46
20000,31,25,34178,23225,9047,2019-01-06,23:45
20000,37,38,35425,38957,23532,2019-01-06,23:44
20000,4,45,3869,45649,61780,2019-01-06,23:43
20000,3,49,4859,53565,68706,2019-01-06,23:42
20000,34,13,30882,17462,6580,2019-01-06,23:41
20000,40,22,40879,22667,1788,2019-01-06,23:40
20000,31,18,30360,17695,7335,2019-01-06,23:39
20000,5,47,5056,43833,58777,2019-01-06,23:38
20000,26,28,29591,24490,14899,2019-01-06,23:37
20000,2,34,1905,30496,48591,2019-01-06,23:36
20000,1,39,1307,47463,66156,2019-01-06,23:35
20000,46,22,42783,20960,-1823,2019-01-06,23:34
20000,8,28,9473,30489,41016,2019-01-06,23:33
20000,4,8,2870,10281,27411,2019-01-06,23:32
20000,47,37,49868,36218,6350,2019-01-06,23:31
20000,7,42,8051,40225,52174,2019-01-06,23:30
20000,9,7,9511,6193,16682,2019-01-06,23:29
20000,46,0,42069,0,-22069,2019-01-06,23:28
20000,47,12,51107,14090,-17017,2019-01-06,23:27
20000,26,9,24033,11685,7652,2019-01-06,23:26
20000,39,13,38043,13128,-4915,2019-01-06,23:25
20000,29,49,32572,47161,34589,2019-01-06,23:24
20000,37,49,43284,51346,28062,2019-01-06,23:23
20000,21,14,22400,13801,11401,2019-01-06,23:22
20000,38,38,36890,41428,24538,2019-01-06,23:21
20000,9,16,10442,14397,23955,2019-01-06,23:20
20000,10,30,12669,28364,35695,2019-01-06,23:19
20000,25,16,29008,20140,11132,2019-01-06,23:18
20000,49,16,52440,18017,-14423,2019-01-06,23:17
20000,42,3,44327,2701,-21626,2019-01-06,23:16
20000,34,2,34182,2786,-11396,2019-01-06,23:15
20000,37,18,41402,20053,-1349,2019-01-06,23:14
20000,1,24,796,22037,41241,2019-01-06,23:13
20000,40,1,36136,1338,-14798,2019-01-06,23:12
20000,38,9,37323,12107,-5216,2019-01-06,23:11
20000,22,36,24535,39707,35172,2019-01-06,23:10
20000,12,16,12771,15693,22922,2019-01-06,23:09
20000,23,44,22941,45892,42951,2019-01-06,23:08
20000,30,27,34976,30470,15494,2019-01-06,23:07
20000,26,12,30602,11010,408,2019-01-06,23:06
20000,36,44,37944,44870,26926,2019-01-06,23:05
20000,1,2,1477,1257,19780,2019-01-06,23:04
20000,1,41,1321,40297,58976,2019-01-06,23:03
20000,0,10,0,7537,27537,2019-01-06,23:02
20000,16,33,13849,35635,41786,2019-01-06,23:01
20000,13,0,12173,0,7827,2019-01-06,23:00
20000,43,44,46397,49410,23013,2019-01-06,22:59
20000,7,20,8108,18927,30819,2019-01-06,22:58
20000,8,8,7907,8198,20291,2019-01-06,22:57
20000,38,35,34252,33538,19286,2019-01-06,22:56
20000,46,47,48212,44739,16527,2019-01-06,22:55
20000,7,26,4699,27436,42737,2019-01-06,22:54
20000,10,2,8924,1843,12919,2019-01-06,22:53
20000,43,39,42826,42241,19415,2019-01-06,22:52
20000,3,13,2512,12645,30133,2019-01-06,22:51
20000,29,2,35611,2595,-13016,2019-01-06,22:50
20000,6,34,6261,33114,46853,2019-01-06,22:49
20000,38,28,34482,28743,14261,2019-01-06,22:48
20000,32,37,29691,39619,29928,2019-01-06,22:47
20000,11,8,12869,8129,15260,2019-01-06,22:46
20000,29,0,32917,0,-12917,2019-01-06,22:45
20000,31,24,33820,25868,12048,2019-01-06,22:44
20000,36,24,37895,27207,9312,2019-01-06,22:43
20000,3,10,4058,10928,26870,2019-01-06,22:42
20000,14,42,13161,44588,51427,2019-01-06,22:41
20000,30,26,28888,26803,17915,2019-01-06,22:40
20000,11,42,13028,43747,50719,2019-01-06,22:39
20000,22,28,25710,24214,18504,2019-01-06,22:38
20000,24,17,22943,20671,17728,2019-01-06,22:37
20000,15,21,16241,20577,24336,2019-01-06,22:36
20000,19,34,19254,35524,36270,2019-01-06,22:35
20000,12,17,11586,13999,22413,2019-01-06,22:34
20000,39,46,36815,48896,32081,2019-01-06,22:33
20000,8,44,6541,48182,61641,2019-01-06,22:32
20000,6,35,4602,32398,47796,2019-01-06,22:31
20000,7,16,5732,14050,28318,2019-01-06,22:30
20000,28,10,23468,9826,6358,2019-01-06,22:29
20000,16,46,14536,43496,48960,2019-01-06,22:28
20000,30,22,25945,19488,13543,2019-01-06,22:27
20000,46,36,43273,34689,11416,2019-01-06,22:26
20000,5,2,5580,2027,16447,2019-01-06,22:25
20000,32,1,41868,1875,-19993,2019-01-06,22:24
20000,10,45,11774,44737,52963,2019-01-06,22:23
20000,12,25,13374,27156,33782,2019-01-06,22:22
20000,12,0,11235,0,8765,2019-01-06,22:21
20000,7,4,9143,4322,15179,2019-01-06,22:20
20000,14,15,10879,14756,23877,2019-01-06,22:19
20000,9,49,9034,50029,60995,2019-01-06,22:18
20000,49,5,48349,5427,-22922,2019-01-06,22:17
20000,36,14,36967,12939,-4028,2019-01-06,22:16
20000,7,22,6593,23161,36568,2019-01-06,22:15
20000,19,42,20362,42264,41902,2019-01-06,22:14
20000,47,2,48597,438,-28159,2019-01-06,22:13
20000,1,21,137,20748,40611,2019-01-06,22:12
20000,16,6,17123,5438,8315,2019-01-06,22:11
20000,25,36,33718,35641,21923,2019-01-06,22:10
20000,18,41,17547,41601,44054,2019-01-06,22:09
20000,37,37,33360,35561,22201,2019-01-06,22:08
20000,47,35,43423,37964,14541,2019-01-06,22:07
20000,1,31,1512,35079,53567,2019-01-06,22:06
20000,43,43,42002,36848,14846,2019-01-06,22:05
20000,38,22,37510,28103,10593,2019-01-06,22:04
20000,33,18,28985,16416,7431,2019-01-06,22:03
20000,14,15,15234,13326,18092,2019-01-06,22:02
20000,37,37,45827,35793,9966,2019-01-06,22:01
20000,49,45,48980,47191,18211,2019-01-06,22:00
20000,17,25,16884,25856,28972,2019-01-06,21:59
20000,0,29,0,27083,47083,2019-01-06,21:58
20000,38,15,41705,13584,-8121,2019-01-06,21:57
20000,41,23,40678,25906,5228,2019-01-06,21:56
20000,7,18,8653,17835,29182,2019-01-06,21:55
20000,22,10,20042,12824,12782,2019-01-06,21:54
20000,3,36,1214,40931,59717,2019-01-06,21:53
20000,12,4,11709,4365,12656,2019-01-06,21:52
20000,13,33,13975,43098,49123,2019-01-06,21:51
20000,31,17,25145,17094,11949,2019-01-06,21:50
20000,26,8,23092,8193,5101,2019-01-06,21:49
20000,39,28,41992,28987,6995,2019-01-06,21:48
20000,47,19,50113,15315,-14798,2019-01-06,21:47
20000,6,23,7929,19703,31774,2019-01-06,21:46
20000,26,43,25837,40040,34203,2019-01-06,21:45
20000,1,13,205,13774,33569,2019-01-06,21:44
20000,11,19,11113,19806,28693,2019-01-06,21:43
20000,6,43,6199,43704,57505,2019-01-06,21:42
20000,22,47,19312,48048,48736,2019-01-06,21:41
20000,41,28,40823,26447,5624,2019-01-06,21:40
20000,17,20,19656,20405,20749,2019-01-06,21:39
20000,6,15,8204,18969,30765,2019-01-06,21:38
20000,33,26,31219,28248,17029,2019-01-06,21:37
20000,37,19,35873,20268,4395,2019-01-06,21:36
20000,33,11,31819,11906,87,2019-01-06,21:35
20000,1,18,1591,15717,34126,2019-01-06,21:34
20000,23,41,25645,43162,37517,2019-01-06,21:33
20000,33,14,35298,11373,-3925,2019-01-06,21:32
20000,48,9,51278,11137,-20141,2019-01-06,21:31
20000,2,10,627,11587,30960,2019-01-06,21:30
20000,0,32,0,36346,56346,2019-01-06,21:29
20000,27,32,28399,33436,25037,2019-01-06,21:28
20000,3,39,2659,44999,62340,2019-01-06,21:27
20000,4,44,3998,48127,64129,2019-01-06,21:26
20000,35,3,38951,1918,-17033,2019-01-06,21:25
20000,32,33,27297,31304,24007,2019-01-06,21:24
20000,38,5,37967,5320,-12647,2019-01-06,21:23
20000,12,26,9651,25720,36069,2019-01-06,21:22
20000,29,1,30180,1484,-8696,2019-01-06,21:21
20000,27,15,32984,19735,6751,2019-01-06,21:20
